2013,3,134.2233009708738
2013,4,66.11340206185567
2013,5,85.16405135520685
2013,6,111.39234449760765
2013,7,67.35782747603834
2013,8,61.55395683453237
2013,9,88.64254062038405
2013,10,105.60597439544809
2013,11,90.72931276297335
2013,12,100.86343612334802
2014,1,120.24369747899159
2014,2,162.136
2014,3,110.0708446866485
2014,4,95.89198036006546
2014,5,71.90260631001372
2014,6,59.296561604584525
2014,7,93.2489270386266
2014,8,62.943370165745854
2014,9,70.37921348314607
2014,10,134.573896353167
2014,11,104.30989956958393
2014,12,76.02745664739885
2015,1,109.89795918367346
2015,2,100.00847457627118
2015,3,91.21194029850746
2015,4,75.88923556942278
2015,5,59.99848942598187
2015,6,54.65638766519824
2015,7,55.78534923339012
2015,8,60.13507109004739
2015,9,44.0
2015,10,27.803571428571427
2015,11,70.53571428571429
2015,12,177.25597269624572
