2007.12.06,1
2007.12.13,1
2007.12.15,1
2008.01.01,2
2008.01.03,1
2008.01.06,4
2008.01.08,2
2008.01.17,1
2008.01.21,1
2008.02.09,2
2008.03.04,1
2008.03.14,1
2008.03.15,1
2008.03.29,1
2008.04.19,2
2008.04.27,2
2008.04.29,1
2008.05.05,2
2008.05.09,2
2008.05.11,1
2008.05.29,1
2008.06.08,2
2008.06.29,1
2008.07.01,1
2008.07.04,1
2008.07.21,1
2008.07.29,4
2008.07.31,1
2008.08.02,2
2008.08.08,2
2008.08.10,1
2008.09.23,1
2008.09.30,3
2008.11.06,5
2008.11.20,1
2008.11.27,6
2008.12.08,1
2008.12.10,1
2008.12.12,1
2009.01.15,3
2009.02.02,2
2009.02.06,1
2009.02.14,2
2009.02.17,1
2009.02.18,1
2009.03.09,2
2009.03.11,5
2009.03.31,2
2009.05.03,5
2009.05.11,4
2009.05.14,2
2009.05.25,2
2009.07.20,1
2009.07.24,2
2009.09.08,2
2009.10.02,2
2009.10.19,1
2009.10.24,1
2009.11.25,2
2009.12.05,4
2009.12.15,2
2009.12.30,1
2010.02.03,1
2010.02.04,1
2010.02.06,1
2010.02.23,1
2010.03.18,1
2010.03.20,2
2010.05.01,2
2010.05.11,2
2010.05.12,3
2010.05.25,2
2010.06.10,5
2010.06.30,3
2010.07.04,1
2010.07.31,1
2010.08.06,2
2010.08.29,2
2010.09.29,3
2010.10.08,2
2011.01.04,2
2011.01.08,2
2011.01.09,1
2011.01.11,4
2011.01.26,2
2011.01.29,2
2011.02.01,1
2011.02.08,2
2011.02.15,1
2011.02.23,2
2011.03.18,1
2011.07.08,2
2011.09.12,1
2011.09.13,1
2011.10.08,1
2011.10.10,1
2011.10.14,1
2011.10.29,2
2011.11.08,2
2012.02.11,2
2012.02.14,1
2012.03.08,1
2012.03.09,1
2012.04.10,4
2012.05.07,1
2012.05.08,2
2012.05.18,1
2012.06.03,2
2012.06.10,1
2012.06.19,1
2012.06.23,1
2012.07.25,2
2012.08.21,1
2012.09.05,1
2012.09.13,3
2012.09.28,2
2012.10.12,2
2012.10.13,1
2012.10.20,2
2012.10.26,1
2012.10.28,1
2012.10.29,1
2012.12.30,1
2013.01.26,1
2013.01.29,2
2013.02.11,1
2013.02.21,1
2013.03.19,2
2013.03.21,1
2013.05.22,8
2013.06.13,3
2013.07.25,1
2013.08.07,3
2013.08.08,1
2013.08.18,2
2013.09.04,2
2013.09.09,3
2013.10.22,2
2013.11.12,1
2013.12.05,2
2013.12.16,2
2013.12.31,2
2014.02.12,1
2014.02.13,1
2014.02.14,1
2014.02.20,2
2014.02.25,2
2014.03.11,2
2014.03.29,2
2014.04.04,2
2014.04.22,1
2014.05.14,2
2014.05.15,2
2014.06.09,2
2014.06.10,1
2014.08.29,2
2015.03.08,1
2015.04.06,4
2015.04.26,2
2015.05.24,2
2015.08.07,2
2015.08.20,1
2015.08.30,3
2015.09.01,2
2015.09.04,2
2015.09.09,4
2015.11.15,2
2015.11.19,2
2015.12.22,1
2016.01.11,2
2016.01.20,4
2016.01.22,2
2016.03.05,2
2016.05.05,2
2016.05.17,2
2016.07.28,1
2016.08.16,12
2016.09.01,2
2016.09.02,2
2016.09.05,5
2016.09.10,3
2016.09.11,1
2016.09.28,4
2016.10.05,2
2016.10.08,2
2016.10.18,6
2016.10.19,12
2016.10.21,2
2016.11.14,1
2016.11.16,1
2016.11.25,3
2016.11.27,2
2016.11.30,6
2016.12.12,2
2016.12.15,2
2017.01.03,1
2017.02.09,3
2017.02.17,1
2017.02.28,2
2017.03.16,1
2017.03.17,1
2017.03.29,5
2017.03.30,38
2017.04.03,4
2017.04.21,2
2017.05.01,2
2017.05.08,2
2017.07.12,2
2017.07.17,1
2017.08.01,3
2017.09.11,2
2017.09.18,2
2017.09.26,4
2017.10.03,2
2017.10.04,2
2017.10.09,6
2017.10.11,2
2017.11.14,2
2017.12.01,2
2018.01.19,2
2018.01.24,2
2018.02.21,1
2018.05.15,1
2018.06.12,2
2018.06.13,4
2018.07.06,2
